,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
1999,45.8511,24.3269,7.5935,25.9689,4.4068,-0.581
2000,-23.4157,14.1033,22.9502,-13.7075,11.5667,26.8889
2001,-0.5426,14.0486,21.8527,-15.6058,-2.0355,-2.6937
2002,-32.6634,-13.6621,-9.8518,-24.2199,-15.5103,-31.2508
2003,54.4329,46.7539,63.4683,25.2173,31.376,25.276
2004,15.1411,19.7809,17.4906,6.1816,11.383,18.4846
2005,-0.2856,7.1424,8.4085,2.9888,4.3652,11.8413
2006,8.3188,20.0545,20.7188,9.7549,16.2734,19.5439
2007,5.4868,-2.8889,-15.1199,11.1832,-0.3024,-3.9011
2008,-41.262,-32.2009,-34.9389,-35.2761,-41.5635,-40.9187
2009,35.642,31.8038,28.7433,27.7819,21.775,13.5327
2010,27.678,28.5024,25.399,13.0076,18.3789,5.6665
2011,-6.6628,-5.581,-9.1974,2.2865,2.6708,-12.2768
2012,13.1837,14.9887,18.357,12.8284,10.4748,26.2491
2013,43.5436,40.534,40.8861,30.5679,29.8694,37.9871
2014,4.0847,3.4277,2.3094,11.6745,9.0444,9.6174
2015,-3.5878,-4.0999,-11.3903,2.5402,-2.5433,-9.7352
2016,7.3297,22.1026,34.7774,7.0176,10.802,23.3492
2017,24.4218,12.1008,7.928,27.02,13.2335,15.9513
2018,-8.2853,-11.748,-13.916,-1.5543,-8.7992,-16.331
2019,28.7725,24.3591,13.1771,31.9474,24.5135,24.2498
2020,56.8747,10.109,1.9507,34.6358,-1.6935,-6.0386
2021,2.1811,23.796,39.9708,24.2122,17.7527,33.8863
